rank,skill_name,owner_repo,installs,page_url,category
,colosseum-copilot,colosseumorg/colosseum-copilot,,https://skills.sh/colosseumorg/colosseum-copilot/colosseum-copilot,hot
,kotlin-patterns,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/kotlin-patterns,hot
,dbs-restore,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-restore,hot
,firecrawl-build-search,firecrawl/skills,,https://skills.sh/firecrawl/skills/firecrawl-build-search,hot
,security-review,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/security-review,hot
,dbs-action,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-action,hot
,firecrawl-workflows,firecrawl/firecrawl-workflows,,https://skills.sh/firecrawl/firecrawl-workflows/firecrawl-workflows,hot
,dbs-wechat-html,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-wechat-html,hot
,kotlin-coroutines-flows,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/kotlin-coroutines-flows,hot
,dbs-decision,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-decision,hot
,dbs-video-extract,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-video-extract,hot
,firecrawl-search,firecrawl/skills,,https://skills.sh/firecrawl/skills/firecrawl-search,hot
,dbs-theory-grounding,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-theory-grounding,hot
,motion-advanced,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/motion-advanced,hot
,dbs-content-system,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-content-system,hot
,motion-patterns,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/motion-patterns,hot
,dbs-script-flow,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-script-flow,hot
,firecrawl-seo-audit,firecrawl/firecrawl-workflows,,https://skills.sh/firecrawl/firecrawl-workflows/firecrawl-seo-audit,hot
,dbs-jtbd,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-jtbd,hot
,taste,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/taste,hot
,dbs-deconstruct,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-deconstruct,hot
,mle-workflow,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/mle-workflow,hot
,agently-mail,site/agent.qq.com,,https://skills.sh/site/agent.qq.com/agently-mail,hot
,dbs-report,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-report,hot
,firecrawl,firecrawl/skills,,https://skills.sh/firecrawl/skills/firecrawl,hot
,firecrawl-market-research,firecrawl/firecrawl-workflows,,https://skills.sh/firecrawl/firecrawl-workflows/firecrawl-market-research,hot
,effect-ts,effect-ts/skills,,https://skills.sh/effect-ts/skills/effect-ts,hot
,motion-foundations,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/motion-foundations,hot
,dbs-goal,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-goal,hot
,pytorch-patterns,affaan-m/ecc,,https://skills.sh/affaan-m/ecc/pytorch-patterns,hot
,godot-master,thedivergentai/gd-agentic-skills,,https://skills.sh/thedivergentai/gd-agentic-skills/godot-master,hot
,dbs-good-question,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-good-question,hot
,dbs-xhs-title,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-xhs-title,hot
,create-auth,better-auth/skills,,https://skills.sh/better-auth/skills/create-auth,hot
,dbs-knowledge,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-knowledge,hot
,dbs-install-skill,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-install-skill,hot
,security-best-practices,openai/skills,,https://skills.sh/openai/skills/security-best-practices,hot
,firecrawl-build-scrape,firecrawl/skills,,https://skills.sh/firecrawl/skills/firecrawl-build-scrape,hot
,dbs-standard-answer,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-standard-answer,hot
,dbs-skill-maker,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-skill-maker,hot
,defuddle,kepano/obsidian-skills,,https://skills.sh/kepano/obsidian-skills/defuddle,hot
,dbs-diagnosis,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-diagnosis,hot
,dbs-chatroom-austrian,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-chatroom-austrian,hot
,firecrawl-qa,firecrawl/firecrawl-workflows,,https://skills.sh/firecrawl/firecrawl-workflows/firecrawl-qa,hot
,firecrawl-shop,firecrawl/firecrawl-workflows,,https://skills.sh/firecrawl/firecrawl-workflows/firecrawl-shop,hot
,delegate-setup,amelnagdy/delegate-skills,,https://skills.sh/amelnagdy/delegate-skills/delegate-setup,hot
,dbs-ai-check,dontbesilent2025/dbskill,,https://skills.sh/dontbesilent2025/dbskill/dbs-ai-check,hot
,interrogate,cursor/plugins,,https://skills.sh/cursor/plugins/interrogate,hot
,autofix,coderabbitai/skills,,https://skills.sh/coderabbitai/skills/autofix,hot
,paper-audit,bahayonghang/academic-writing-skills,,https://skills.sh/bahayonghang/academic-writing-skills/paper-audit,hot
,computer-vision-opencv,mindrally/skills,,https://skills.sh/mindrally/skills/computer-vision-opencv,hot
,baoyu-diagram,jimliu/baoyu-skills,,https://skills.sh/jimliu/baoyu-skills/baoyu-diagram,hot
,lark-sheets,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-sheets,hot
,typescript-best-practices,cursor/plugins,,https://skills.sh/cursor/plugins/typescript-best-practices,hot
,lark-im,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-im,hot
,vue-pinia-best-practices,vuejs-ai/skills,,https://skills.sh/vuejs-ai/skills/vue-pinia-best-practices,hot
,why,cursor/plugins,,https://skills.sh/cursor/plugins/why,hot
,lark-vc,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-vc,hot
,kafka-development,mindrally/skills,,https://skills.sh/mindrally/skills/kafka-development,hot
,code-review,coderabbitai/skills,,https://skills.sh/coderabbitai/skills/code-review,hot
,lark-slides,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-slides,hot
,convex-design,cline/skills,,https://skills.sh/cline/skills/convex-design,hot
,caveman,mattpocock/skills,,https://skills.sh/mattpocock/skills/caveman,hot
,performance-profiler,alirezarezvani/claude-skills,,https://skills.sh/alirezarezvani/claude-skills/performance-profiler,hot
,lark-skill-maker,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-skill-maker,hot
,vibe-prospecting,cline/skills,,https://skills.sh/cline/skills/vibe-prospecting,hot
,lark-markdown,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-markdown,hot
,zoom-out,mattpocock/skills,,https://skills.sh/mattpocock/skills/zoom-out,hot
,lark-contact,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-contact,hot
,spec,klerith/fernando-skills,,https://skills.sh/klerith/fernando-skills/spec,hot
,db-migrate,medusajs/medusa-agent-skills,,https://skills.sh/medusajs/medusa-agent-skills/db-migrate,hot
,lark-doc,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-doc,hot
,maplibre-cartography,maplibre/maplibre-agent-skills,,https://skills.sh/maplibre/maplibre-agent-skills/maplibre-cartography,hot
,new-user,medusajs/medusa-agent-skills,,https://skills.sh/medusajs/medusa-agent-skills/new-user,hot
,how,cursor/plugins,,https://skills.sh/cursor/plugins/how,hot
,nitro,antfu/skills,,https://skills.sh/antfu/skills/nitro,hot
,lark-base,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-base,hot
,scenario-sprite-animation,scenario-labs/skills,,https://skills.sh/scenario-labs/skills/scenario-sprite-animation,hot
,takeone,atharvadeosthale/takeone,,https://skills.sh/atharvadeosthale/takeone/takeone,hot
,batch-grill-me,mattpocock/skills,,https://skills.sh/mattpocock/skills/batch-grill-me,hot
,lark-vc-agent,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-vc-agent,hot
,spec-impl,klerith/fernando-skills,,https://skills.sh/klerith/fernando-skills/spec-impl,hot
,lark-workflow-standup-report,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-workflow-standup-report,hot
,lark-attendance,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-attendance,hot
,langgraph-decision-models,langchain-ai/langchain-skills,,https://skills.sh/langchain-ai/langchain-skills/langgraph-decision-models,hot
,learning-medusa,medusajs/medusa-agent-skills,,https://skills.sh/medusajs/medusa-agent-skills/learning-medusa,hot
,emulate,vercel-labs/emulate,,https://skills.sh/vercel-labs/emulate/emulate,hot
,lark-workflow-meeting-summary,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-workflow-meeting-summary,hot
,video-demo,nilbuild/video-demo,,https://skills.sh/nilbuild/video-demo/video-demo,hot
,lark-mail,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-mail,hot
,saleor-storefront,saleor/agent-skills,,https://skills.sh/saleor/agent-skills/saleor-storefront,hot
,db-generate,medusajs/medusa-agent-skills,,https://skills.sh/medusajs/medusa-agent-skills/db-generate,hot
,lark-calendar,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-calendar,hot
,lark-drive,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-drive,hot
,twitter-reader,daymade/claude-code-skills,,https://skills.sh/daymade/claude-code-skills/twitter-reader,hot
,lark-okr,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-okr,hot
,lua,mindrally/skills,,https://skills.sh/mindrally/skills/lua,hot
,fastapi-python,mindrally/skills,,https://skills.sh/mindrally/skills/fastapi-python,hot
,lark-openapi-explorer,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-openapi-explorer,hot
,lark-apps,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-apps,hot
,lark-task,site/open.larksuite.com,,https://skills.sh/site/open.larksuite.com/lark-task,hot
,better-ui,jakubkrehel/skills,,https://skills.sh/jakubkrehel/skills/better-ui,hot
,better-layout,jakubkrehel/skills,,https://skills.sh/jakubkrehel/skills/better-layout,hot
,bmad-customize,bmad-code-org/bmad-method,,https://skills.sh/bmad-code-org/bmad-method/bmad-customize,hot
,expo-overview,expo/skills,,https://skills.sh/expo/skills/expo-overview,hot
,bmad-correct-course,bmad-code-org/bmad-method,,https://skills.sh/bmad-code-org/bmad-method/bmad-correct-course,hot
,thought-leadership-ads,mbfinotti/advertising-skills,,https://skills.sh/mbfinotti/advertising-skills/thought-leadership-ads,hot
,ad-campaign-consolidation,mbfinotti/advertising-skills,,https://skills.sh/mbfinotti/advertising-skills/ad-campaign-consolidation,hot
,eas-workflows,expo/skills,,https://skills.sh/expo/skills/eas-workflows,hot
,application-security-testing,usestrix/strix,,https://skills.sh/usestrix/strix/application-security-testing,hot
,find-security-vulnerabilities-in-code,usestrix/strix,,https://skills.sh/usestrix/strix/find-security-vulnerabilities-in-code,hot
,nature-statistics,yuan1z0825/nature-skills,,https://skills.sh/yuan1z0825/nature-skills/nature-statistics,hot
,nature-image2ppt,yuan1z0825/nature-skills,,https://skills.sh/yuan1z0825/nature-skills/nature-image2ppt,hot
,antislop-ui,miqdadbadjuber/anti-slop,,https://skills.sh/miqdadbadjuber/anti-slop/antislop-ui,hot
,nature-downloader,yuan1z0825/nature-skills,,https://skills.sh/yuan1z0825/nature-skills/nature-downloader,hot
,nature-data,yuan1z0825/nature-skills,,https://skills.sh/yuan1z0825/nature-skills/nature-data,hot
,nature-paper-to-patent,yuan1z0825/nature-skills,,https://skills.sh/yuan1z0825/nature-skills/nature-paper-to-patent,hot
